Uniprot-Accession,S2-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
Q5M865,CHOYP_PAGR1.1.1|m.18447,0,0,0,0,0,0,0,0,0.00000001,PAXIP1-associated glutamate-rich protein 1 (PAXIP1-associated protein 1) (PTIP-associated protein 1),PAGR1,253,"DNA recombination [GO:0006310]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]",GO:0005634; GO:0006281; GO:0006310; GO:0006351; GO:0006355,,,,PF15364;,"nucleus [GO:0005634]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"
Q96CD2,CHOYP_PPCDC.1.1|m.41651,0,0,0,0,0,0,0,0,4.00E-78,Phosphopantothenoylcysteine decarboxylase (PPC-DC) (EC 4.1.1.36) (CoaC),PPCDC COAC MDS018 UNQ9365/PRO34154,204,coenzyme A biosynthetic process [GO:0015937]; coenzyme biosynthetic process [GO:0009108],GO:0004633; GO:0005829; GO:0009108; GO:0015937; GO:0042802,PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 3/5.,,,PF02441;,cytosol [GO:0005829]; identical protein binding [GO:0042802]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; coenzyme A biosynthetic process [GO:0015937]; coenzyme biosynthetic process [GO:0009108]
P23470,CHOYP_PTPRG.3.3|m.65311,0,0,0,0,0,0,0,0,4.00E-83,Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48),PTPRG PTPG,1445,brain development [GO:0007420]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of neuron projection development [GO:0010977]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],GO:0004725; GO:0005001; GO:0005615; GO:0005887; GO:0007169; GO:0007420; GO:0010633; GO:0010977; GO:0042802; GO:0070062,,,cd00063;,PF00194;PF00041;PF00102;,extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; identical protein binding [GO:0042802]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; brain development [GO:0007420]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of neuron projection development [GO:0010977]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
Q5RFQ3,CHOYP_PWP2.1.1|m.7530,0,0,0,0,0,0,0,0,0,Periodic tryptophan protein 2 homolog,PWP2,918,,GO:0005730,,,,PF04003;PF00400;,nucleolus [GO:0005730]
Q80VJ2,CHOYP_SRA1.1.1|m.56432,0,0,0,0,0,0,0,0,4.00E-14,Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP),Sra1,232,"apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; cell proliferation [GO:0008283]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of apoptotic process [GO:0042981]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; transcription, DNA-templated [GO:0006351]",GO:0003677; GO:0003712; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0005831; GO:0005886; GO:0006351; GO:0006357; GO:0006915; GO:0008283; GO:0010861; GO:0015630; GO:0030154; GO:0030374; GO:0030529; GO:0031252; GO:0042981; GO:0045171; GO:0045944,,,,PF07304;,"cell leading edge [GO:0031252]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; intracellular ribonucleoprotein complex [GO:0030529]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; steroid hormone aporeceptor complex [GO:0005831]; transcription factor complex [GO:0005667]; DNA binding [GO:0003677]; ligand-dependent nuclear receptor transcription coactivator activity [GO:0030374]; thyroid hormone receptor activator activity [GO:0010861]; transcription coactivator activity [GO:0003713]; transcription cofactor activity [GO:0003712]; apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; cell proliferation [GO:0008283]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of apoptotic process [GO:0042981]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; transcription, DNA-templated [GO:0006351]"
Q6ZMP0,CHOYP_THSD4.1.2|m.36522,0,0,0,0,0,0,0,0,3.00E-142,Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6),THSD4 UNQ9334/PRO34005,1018,elastic fiber assembly [GO:0048251],GO:0001527; GO:0004222; GO:0005578; GO:0031012; GO:0048251; GO:0070062,,,,PF05986;PF08686;PF00090;,extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; microfibril [GO:0001527]; proteinaceous extracellular matrix [GO:0005578]; metalloendopeptidase activity [GO:0004222]; elastic fiber assembly [GO:0048251]
Q7YRQ8,CHOYP_WFIKKN1.1.1|m.28942,3,0,0,0,0,0,0,0,6.00E-16,Tissue factor pathway inhibitor 2 (TFPI-2),TFPI2,234,blood coagulation [GO:0007596],GO:0004867; GO:0007596; GO:0031012,,,,PF00014;,extracellular matrix [GO:0031012]; serine-type endopeptidase inhibitor activity [GO:0004867]; blood coagulation [GO:0007596]
Q9QW30,CHOYP_BCL3.2.2|m.57485,0,0,0,0,0,0,0,0,0.000001,Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain],Notch2,2471,"animal organ morphogenesis [GO:0009887]; cell cycle arrest [GO:0007050]; cell fate determination [GO:0001709]; cell growth [GO:0016049]; marginal zone B cell differentiation [GO:0002315]; negative regulation of cell proliferation [GO:0008285]; Notch signaling pathway [GO:0007219]; positive regulation of Ras protein signal transduction [GO:0046579]; regulation of developmental process [GO:0050793]; regulation of transcription, DNA-templated [GO:0006355]; tissue regeneration [GO:0042246]; transcription, DNA-templated [GO:0006351]",GO:0001709; GO:0002315; GO:0004872; GO:0005509; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0007050; GO:0007219; GO:0008285; GO:0009887; GO:0009986; GO:0016049; GO:0042246; GO:0046579; GO:0050793,,,,PF12796;PF11936;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;,"cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; receptor activity [GO:0004872]; animal organ morphogenesis [GO:0009887]; cell cycle arrest [GO:0007050]; cell fate determination [GO:0001709]; cell growth [GO:0016049]; marginal zone B cell differentiation [GO:0002315]; negative regulation of cell proliferation [GO:0008285]; Notch signaling pathway [GO:0007219]; positive regulation of Ras protein signal transduction [GO:0046579]; regulation of developmental process [GO:0050793]; regulation of transcription, DNA-templated [GO:0006355]; tissue regeneration [GO:0042246]; transcription, DNA-templated [GO:0006351]"
Q54SW1,CHOYP_BRAFLDRAFT_120431.1.1|m.49038,0.5,0,0,0,0,0,0,0,0.00000005,Putative phosphatidylglycerol/phosphatidylinositol transfer protein DDB_G0282179,DDB_G0282179,145,lipid transport [GO:0006869],GO:0006869,,,,PF02221;,lipid transport [GO:0006869]
A5IXT5,CHOYP_BRAFLDRAFT_208197.18.21|m.59194,0,0,0,0,0,0,0,0,3.00E-11,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),dnaK MAG1460,598,protein folding [GO:0006457],GO:0005524; GO:0006457,,,,PF00012;,ATP binding [GO:0005524]; protein folding [GO:0006457]
Q1ZXD6,CHOYP_BRAFLDRAFT_208436.11.32|m.42955,0,0,0,0,0,0,0,0,0.000000009,Probable serine/threonine-protein kinase roco5 (EC 2.7.11.1) (Ras of complex proteins and C-terminal of roc 5),roco5 DDB_G0294533,2800,intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]; sorocarp development [GO:0030587],GO:0004672; GO:0004674; GO:0004871; GO:0005089; GO:0005524; GO:0005525; GO:0005737; GO:0006468; GO:0007264; GO:0030587; GO:0035023; GO:0035556,,,,PF16095;PF13516;PF13855;PF07714;PF00621;PF08477;,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; signal transducer activity [GO:0004871]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]; sorocarp development [GO:0030587]
O75382,CHOYP_BRAFLDRAFT_86890.2.4|m.23914,0,0,0,0,0,0,0,0,5.00E-13,Tripartite motif-containing protein 3 (Brain-expressed RING finger protein) (RING finger protein 22) (RING finger protein 97),TRIM3 BERP RNF22 RNF97,744,nervous system development [GO:0007399]; protein transport [GO:0015031],GO:0005737; GO:0005769; GO:0005794; GO:0007399; GO:0008022; GO:0008270; GO:0015031; GO:0030425; GO:0061630,,,,PF00630;PF01436;PF00643;PF13445;,cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; protein C-terminus binding [GO:0008022]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; nervous system development [GO:0007399]; protein transport [GO:0015031]
Q28IU1,CHOYP_DHB12.1.1|m.62534,0,0,0,0,0,0,0,0,2.00E-103,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62),hsd17b12 TNeu053h21.1,320,estrogen biosynthetic process [GO:0006703]; fatty acid biosynthetic process [GO:0006633]; steroid biosynthetic process [GO:0006694],GO:0004303; GO:0005789; GO:0006633; GO:0006694; GO:0006703; GO:0016021; GO:0102339; GO:0102340; GO:0102341; GO:0102342,PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000250|UniProtKB:Q53GQ0}.; PATHWAY: Steroid biosynthesis; estrogen biosynthesis. {ECO:0000250|UniProtKB:Q53GQ0}.,,,PF00106;,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; 3-oxo-arachidoyl-CoA reductase activity [GO:0102339]; 3-oxo-behenoyl-CoA reductase activity [GO:0102340]; 3-oxo-cerotoyl-CoA reductase activity [GO:0102342]; 3-oxo-lignoceroyl-CoA reductase activity [GO:0102341]; estradiol 17-beta-dehydrogenase activity [GO:0004303]; estrogen biosynthetic process [GO:0006703]; fatty acid biosynthetic process [GO:0006633]; steroid biosynthetic process [GO:0006694]
Q9Y600,CHOYP_GADL1.1.1|m.14433,0,0,0,0,0,0,0,0,0,Cysteine sulfinic acid decarboxylase (EC 4.1.1.29) (Cysteine-sulfinate decarboxylase) (Sulfinoalanine decarboxylase),CSAD CSD,493,carboxylic acid metabolic process [GO:0019752]; taurine biosynthetic process [GO:0042412],GO:0004782; GO:0019752; GO:0030170; GO:0042412,PATHWAY: Organosulfur biosynthesis; taurine biosynthesis; hypotaurine from L-cysteine: step 2/2.,,,PF00282;,pyridoxal phosphate binding [GO:0030170]; sulfinoalanine decarboxylase activity [GO:0004782]; carboxylic acid metabolic process [GO:0019752]; taurine biosynthetic process [GO:0042412]
O75496,CHOYP_LOC100313617.1.1|m.18024,0,0,0,0,0,0,0,0,3.00E-15,Geminin,GMNN,209,"animal organ morphogenesis [GO:0009887]; cell cycle [GO:0007049]; negative regulation of cell cycle [GO:0045786]; negative regulation of DNA replication [GO:0008156]; negative regulation of transcription, DNA-templated [GO:0045892]; protein complex assembly [GO:0006461]",GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006461; GO:0007049; GO:0008156; GO:0009887; GO:0042826; GO:0045786; GO:0045892,,,,PF07412;,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; histone deacetylase binding [GO:0042826]; transcription corepressor activity [GO:0003714]; animal organ morphogenesis [GO:0009887]; cell cycle [GO:0007049]; negative regulation of cell cycle [GO:0045786]; negative regulation of DNA replication [GO:0008156]; negative regulation of transcription, DNA-templated [GO:0045892]; protein complex assembly [GO:0006461]"
Q96S38,CHOYP_LOC100371127.1.1|m.23427,0,0,0,0,0,0,0,0,7.00E-59,Ribosomal protein S6 kinase delta-1 (S6K-delta-1) (EC 2.7.11.1) (52 kDa ribosomal protein S6 kinase) (Ribosomal S6 kinase-like protein with two PSK domains 118 kDa protein) (SPHK1-binding protein),RPS6KC1 RPK118,1066,signal transduction [GO:0007165],GO:0004674; GO:0005524; GO:0005769; GO:0007165; GO:0016020; GO:0035091,,,,PF04212;PF00069;PF00787;,early endosome [GO:0005769]; membrane [GO:0016020]; ATP binding [GO:0005524]; phosphatidylinositol binding [GO:0035091]; protein serine/threonine kinase activity [GO:0004674]; signal transduction [GO:0007165]
O88327,CHOYP_LOC100371831.1.1|m.11775,0,0,0,0,0,0,0,0,0,Alpha-catulin (Alpha-catenin-related protein) (ACRP) (Catenin alpha-like protein 1),Ctnnal1 Catnal1,731,cell adhesion [GO:0007155]; Rho protein signal transduction [GO:0007266],GO:0005829; GO:0005856; GO:0005886; GO:0007155; GO:0007266,,,,PF01044;,cytoskeleton [GO:0005856]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; cell adhesion [GO:0007155]; Rho protein signal transduction [GO:0007266]
Q6ZUK4,CHOYP_LOC100372311.1.1|m.6654,0,0,0,0,0,0,0,0,4.00E-39,Transmembrane protein 26,TMEM26,368,,GO:0016021,,,,PF09772;,integral component of membrane [GO:0016021]
P48181,CHOYP_LOC100533245.3.6|m.31982,0,0,0,0,0,0,0,0,1.00E-143,Acetylcholine receptor subunit beta-type unc-29 (Uncoordinated protein 29),unc-29 T08G11.5,493,locomotion [GO:0040011]; neuromuscular synaptic transmission [GO:0007274]; regulation of oviposition [GO:0046662]; regulation of pharyngeal pumping [GO:0043051],GO:0007274; GO:0016021; GO:0022848; GO:0030054; GO:0040011; GO:0043005; GO:0043025; GO:0043051; GO:0045202; GO:0045211; GO:0046662,,,,PF02931;PF02932;,cell junction [GO:0030054]; integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; acetylcholine-gated cation-selective channel activity [GO:0022848]; locomotion [GO:0040011]; neuromuscular synaptic transmission [GO:0007274]; regulation of oviposition [GO:0046662]; regulation of pharyngeal pumping [GO:0043051]
Q99LG0,CHOYP_LOC585494.1.1|m.64158,0.5,0,0,0,0,0,0,0,4.00E-86,Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-specific-processing protease 16),Usp16,825,"cell division [GO:0051301]; cellular response to DNA damage stimulus [GO:0006974]; histone deubiquitination [GO:0016578]; histone H2A K63-linked deubiquitination [GO:0070537]; mitotic nuclear division [GO:0007067]; monoubiquitinated histone H2A deubiquitination [GO:0035522]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of translational elongation [GO:0045901]; protein homotetramerization [GO:0051289]; regulation of cell cycle [GO:0051726]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; transcription, DNA-templated [GO:0006351]; ubiquitin-dependent protein catabolic process [GO:0006511]",GO:0003713; GO:0004197; GO:0004843; GO:0005634; GO:0006351; GO:0006357; GO:0006511; GO:0006974; GO:0007067; GO:0008270; GO:0016578; GO:0035522; GO:0042393; GO:0043130; GO:0045893; GO:0045901; GO:0045944; GO:0051289; GO:0051301; GO:0051726; GO:0070537,,,,PF00443;PF02148;,"nucleus [GO:0005634]; cysteine-type endopeptidase activity [GO:0004197]; histone binding [GO:0042393]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; transcription coactivator activity [GO:0003713]; ubiquitin binding [GO:0043130]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; cellular response to DNA damage stimulus [GO:0006974]; histone deubiquitination [GO:0016578]; histone H2A K63-linked deubiquitination [GO:0070537]; mitotic nuclear division [GO:0007067]; monoubiquitinated histone H2A deubiquitination [GO:0035522]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of translational elongation [GO:0045901]; protein homotetramerization [GO:0051289]; regulation of cell cycle [GO:0051726]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; transcription, DNA-templated [GO:0006351]; ubiquitin-dependent protein catabolic process [GO:0006511]"
Q1ZXD6,CHOYP_LOC755594.2.6|m.51265,0,0,0,0,0,0,0,0,4.00E-13,Probable serine/threonine-protein kinase roco5 (EC 2.7.11.1) (Ras of complex proteins and C-terminal of roc 5),roco5 DDB_G0294533,2800,intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]; sorocarp development [GO:0030587],GO:0004672; GO:0004674; GO:0004871; GO:0005089; GO:0005524; GO:0005525; GO:0005737; GO:0006468; GO:0007264; GO:0030587; GO:0035023; GO:0035556,,,,PF16095;PF13516;PF13855;PF07714;PF00621;PF08477;,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; signal transducer activity [GO:0004871]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]; sorocarp development [GO:0030587]
