Uniprot-Accession,S3-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-names
Q99572,CHOYP_LOC585718.2.2|m.40232,0,0,0,0,0,0,0,0,7.00E-17,P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor),P2RX7,595,activation of MAPK activity [GO:0000187]; apoptotic signaling pathway [GO:0097190]; bleb assembly [GO:0032060]; blood coagulation [GO:0007596]; cell morphogenesis [GO:0000902]; cell surface receptor signaling pathway [GO:0007166]; cellular response to dsRNA [GO:0071359]; cellular response to extracellular stimulus [GO:0031668]; ceramide biosynthetic process [GO:0046513]; collagen metabolic process [GO:0032963]; cytolysis [GO:0019835]; defense response to Gram-positive bacterium [GO:0050830]; extrinsic apoptotic signaling pathway [GO:0097191]; homeostasis of number of cells within a tissue [GO:0048873]; inflammatory response [GO:0006954]; membrane budding [GO:0006900]; membrane depolarization [GO:0051899]; membrane protein ectodomain proteolysis [GO:0006509]; mitochondrion organization [GO:0007005]; multicellular organismal protein catabolic process [GO:0044254]; NAD transport [GO:0043132]; negative regulation of bone resorption [GO:0045779]; negative regulation of cell volume [GO:0045794]; negative regulation of MAPK cascade [GO:0043409]; phagolysosome assembly [GO:0001845]; phospholipid scrambling [GO:0017121]; phospholipid transfer to membrane [GO:0006649]; phospholipid translocation [GO:0045332]; pore complex assembly [GO:0046931]; positive regulation of bleb assembly [GO:1904172]; positive regulation of bone mineralization [GO:0030501]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of cytolysis [GO:0045919]; positive regulation of cytoskeleton organization [GO:0051495]; positive regulation of gamma-aminobutyric acid secretion [GO:0014054]; positive regulation of gene expression [GO:0010628]; positive regulation of glutamate secretion [GO:0014049]; positive regulation of glycolytic process [GO:0045821]; positive regulation of interleukin-1 alpha secretion [GO:0050717]; positive regulation of interleukin-1 beta secretion [GO:0050718]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of ion transmembrane transport [GO:0034767]; positive regulation of lymphocyte apoptotic process [GO:0070230]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of prostaglandin secretion [GO:0032308]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; protein oligomerization [GO:0051259]; protein phosphorylation [GO:0006468]; protein processing [GO:0016485]; purinergic nucleotide receptor signaling pathway [GO:0035590]; reactive oxygen species metabolic process [GO:0072593]; regulation of killing of cells of other organism [GO:0051709]; regulation of sodium ion transport [GO:0002028]; release of sequestered calcium ion into cytosol [GO:0051209]; response to ATP [GO:0033198]; response to calcium ion [GO:0051592]; response to drug [GO:0042493]; response to electrical stimulus [GO:0051602]; response to fluid shear stress [GO:0034405]; response to lipopolysaccharide [GO:0032496]; response to mechanical stimulus [GO:0009612]; response to zinc ion [GO:0010043]; sensory perception of pain [GO:0019233]; skeletal system morphogenesis [GO:0048705]; synaptic vesicle exocytosis [GO:0016079]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098],GO:0000187; GO:0000902; GO:0001530; GO:0001614; GO:0001845; GO:0001916; GO:0002028; GO:0004931; GO:0005102; GO:0005524; GO:0005639; GO:0005737; GO:0005886; GO:0005887; GO:0005911; GO:0006468; GO:0006509; GO:0006649; GO:0006900; GO:0006954; GO:0007005; GO:0007166; GO:0007596; GO:0009612; GO:0009897; GO:0010043; GO:0010524; GO:0010628; GO:0014049; GO:0014054; GO:0016020; GO:0016079; GO:0016485; GO:0017121; GO:0019233; GO:0019835; GO:0030501; GO:0031594; GO:0031668; GO:0032059; GO:0032060; GO:0032308; GO:0032496; GO:0032755; GO:0032963; GO:0033198; GO:0034405; GO:0034767; GO:0035590; GO:0042098; GO:0042493; GO:0042803; GO:0043025; GO:0043029; GO:0043132; GO:0043409; GO:0044254; GO:0045332; GO:0045779; GO:0045794; GO:0045821; GO:0045919; GO:0046513; GO:0046931; GO:0048705; GO:0048873; GO:0050717; GO:0050718; GO:0050830; GO:0051209; GO:0051259; GO:0051495; GO:0051592; GO:0051602; GO:0051709; GO:0051899; GO:0051901; GO:0070230; GO:0071359; GO:0072593; GO:0097190; GO:0097191; GO:0098793; GO:0098794; GO:1904172,,,,PF00864;,bleb [GO:0032059]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; integral component of nuclear inner membrane [GO:0005639]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793]; ATP binding [GO:0005524]; extracellular ATP-gated cation channel activity [GO:0004931]; lipopolysaccharide binding [GO:0001530]; protein homodimerization activity [GO:0042803]; purinergic nucleotide receptor activity [GO:0001614]; receptor binding [GO:0005102]; activation of MAPK activity [GO:0000187]; apoptotic signaling pathway [GO:0097190]; bleb assembly [GO:0032060]; blood coagulation [GO:0007596]; cell morphogenesis [GO:0000902]; cell surface receptor signaling pathway [GO:0007166]; cellular response to dsRNA [GO:0071359]; cellular response to extracellular stimulus [GO:0031668]; ceramide biosynthetic process [GO:0046513]; collagen metabolic process [GO:0032963]; cytolysis [GO:0019835]; defense response to Gram-positive bacterium [GO:0050830]; extrinsic apoptotic signaling pathway [GO:0097191]; homeostasis of number of cells within a tissue [GO:0048873]; inflammatory response [GO:0006954]; membrane budding [GO:0006900]; membrane depolarization [GO:0051899]; membrane protein ectodomain proteolysis [GO:0006509]; mitochondrion organization [GO:0007005]; multicellular organismal protein catabolic process [GO:0044254]; NAD transport [GO:0043132]; negative regulation of bone resorption [GO:0045779]; negative regulation of cell volume [GO:0045794]; negative regulation of MAPK cascade [GO:0043409]; phagolysosome assembly [GO:0001845]; phospholipid scrambling [GO:0017121]; phospholipid transfer to membrane [GO:0006649]; phospholipid translocation [GO:0045332]; pore complex assembly [GO:0046931]; positive regulation of bleb assembly [GO:1904172]; positive regulation of bone mineralization [GO:0030501]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of cytolysis [GO:0045919]; positive regulation of cytoskeleton organization [GO:0051495]; positive regulation of gamma-aminobutyric acid secretion [GO:0014054]; positive regulation of gene expression [GO:0010628]; positive regulation of glutamate secretion [GO:0014049]; positive regulation of glycolytic process [GO:0045821]; positive regulation of interleukin-1 alpha secretion [GO:0050717]; positive regulation of interleukin-1 beta secretion [GO:0050718]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of ion transmembrane transport [GO:0034767]; positive regulation of lymphocyte apoptotic process [GO:0070230]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of prostaglandin secretion [GO:0032308]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; protein oligomerization [GO:0051259]; protein phosphorylation [GO:0006468]; protein processing [GO:0016485]; purinergic nucleotide receptor signaling pathway [GO:0035590]; reactive oxygen species metabolic process [GO:0072593]; regulation of killing of cells of other organism [GO:0051709]; regulation of sodium ion transport [GO:0002028]; release of sequestered calcium ion into cytosol [GO:0051209]; response to ATP [GO:0033198]; response to calcium ion [GO:0051592]; response to drug [GO:0042493]; response to electrical stimulus [GO:0051602]; response to fluid shear stress [GO:0034405]; response to lipopolysaccharide [GO:0032496]; response to mechanical stimulus [GO:0009612]; response to zinc ion [GO:0010043]; sensory perception of pain [GO:0019233]; skeletal system morphogenesis [GO:0048705]; synaptic vesicle exocytosis [GO:0016079]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]
Q8BZH4,CHOYP_PAR15.5.6|m.60634,0,0,0,0,0,0,0,0,6.00E-32,Pogo transposable element with ZNF domain,Pogz Kiaa0461,1409,cell division [GO:0051301]; kinetochore assembly [GO:0051382]; mitotic sister chromatid cohesion [GO:0007064],GO:0000790; GO:0003677; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007064; GO:0046872; GO:0051301; GO:0051382,,,,PF03184;PF03221;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; cell division [GO:0051301]; kinetochore assembly [GO:0051382]; mitotic sister chromatid cohesion [GO:0007064]
A0A0R4IBK5,CHOYP_RNF213.1.4|m.3458,0.5,0,0,0,0,0,0,0,0,E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha) (RING-type E3 ubiquitin transferase rnf213-alpha),rnf213a,5209,sprouting angiogenesis [GO:0002040],GO:0002040; GO:0004842; GO:0005829; GO:0008270; GO:0016887,PATHWAY: Protein modification; protein ubiquitination. {ECO:0000250|UniProtKB:Q63HN8}.,,,,cytosol [GO:0005829]; ATPase activity [GO:0016887]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; sprouting angiogenesis [GO:0002040]
Q5RE11,CHOYP_TSN3.1.1|m.57074,0,0,0,0,0,0,0,0,7.00E-46,Tetraspanin-3 (Tspan-3),TSPAN3,253,,GO:0016021; GO:0070062,,,,PF00335;,extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]
Q8NFA0,CHOYP_UBP32.1.1|m.56373,0,0,0,0,0,0,0,0,0,Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.4.19.12) (Deubiquitinating enzyme 32) (Renal carcinoma antigen NY-REN-60) (Ubiquitin thioesterase 32) (Ubiquitin-specific-processing protease 32),USP32 USP10,1604,protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0004843; GO:0005509; GO:0005794; GO:0005829; GO:0006511; GO:0016020; GO:0016579,,,cd00051;,PF06337;PF13202;PF14836;PF00443;,cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]
P06605,CHOYP_AAEL_AAEL013229.1.2|m.30359,4.5,0,0,0,0,0,0,0,1.00E-80,Tubulin alpha-3 chain,alphaTub84D TubA84D CG2512,450,microtubule-based process [GO:0007017]; mitotic cytokinesis [GO:0000281],GO:0000281; GO:0003924; GO:0005200; GO:0005525; GO:0005811; GO:0005874; GO:0007017; GO:0017022; GO:0048471,,,,PF00091;PF03953;,lipid particle [GO:0005811]; microtubule [GO:0005874]; perinuclear region of cytoplasm [GO:0048471]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; myosin binding [GO:0017022]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]; mitotic cytokinesis [GO:0000281]
Q9DGG6,CHOYP_APLD.1.1|m.9873,0,0,0,0,0,0,0,0,0,Adenylate cyclase type 9 (EC 4.6.1.1) (ATP pyrophosphate-lyase 9) (Adenylate cyclase type IX) (Adenylyl cyclase 9),ADCY9,1334,adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-activating G-protein coupled receptor signaling pathway [GO:0007189]; cAMP biosynthetic process [GO:0006171]; cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]; signal transduction [GO:0007165],GO:0004016; GO:0004383; GO:0005524; GO:0005886; GO:0005887; GO:0006171; GO:0006182; GO:0007165; GO:0007189; GO:0008074; GO:0016021; GO:0035556; GO:0046872; GO:0071880,,,,PF00211;,"guanylate cyclase complex, soluble [GO:0008074]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; guanylate cyclase activity [GO:0004383]; metal ion binding [GO:0046872]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-activating G-protein coupled receptor signaling pathway [GO:0007189]; cAMP biosynthetic process [GO:0006171]; cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]; signal transduction [GO:0007165]"
Q9CQY2,CHOYP_BRAFLDRAFT_221294.2.2|m.52722,2,0,0,0,0,0,0,0,0.000000006,RNMT-activating mini protein (RAM) (Protein FAM103A1),Fam103a1,119,7-methylguanosine mRNA capping [GO:0006370]; methylation [GO:0032259]; recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex [GO:0036031],GO:0003723; GO:0005634; GO:0005654; GO:0005845; GO:0006370; GO:0032259; GO:0036031,,,,PF15320;,mRNA cap binding complex [GO:0005845]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA binding [GO:0003723]; 7-methylguanosine mRNA capping [GO:0006370]; methylation [GO:0032259]; recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex [GO:0036031]
Q5ZI03,CHOYP_CIR1.1.2|m.16125,0,0,0,0,0,0,0,0,1.00E-87,Corepressor interacting with RBPJ 1 (CBF1-interacting corepressor),CIR1 CIR RCJMB04_31l21,460,"mRNA processing [GO:0006397]; negative regulation of transcription, DNA-templated [GO:0045892]; RNA splicing [GO:0008380]; transcription, DNA-templated [GO:0006351]",GO:0000118; GO:0006351; GO:0006397; GO:0008380; GO:0016607; GO:0045892,,,,PF10197;,"histone deacetylase complex [GO:0000118]; nuclear speck [GO:0016607]; mRNA processing [GO:0006397]; negative regulation of transcription, DNA-templated [GO:0045892]; RNA splicing [GO:0008380]; transcription, DNA-templated [GO:0006351]"
Q6ZRF8,CHOYP_EME1.1.1|m.33089,0,0,0,0,0,0,0,0,0.0000002,RING finger protein 207,RNF207 C1orf188,634,cell-cell signaling involved in cardiac conduction [GO:0086019]; positive regulation of delayed rectifier potassium channel activity [GO:1902261]; positive regulation of gene expression [GO:0010628]; positive regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization [GO:1903954]; positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization [GO:1903762]; regulation of cardiac muscle contraction [GO:0055117]; regulation of heart looping [GO:1901207],GO:0008270; GO:0010628; GO:0030544; GO:0044325; GO:0048471; GO:0051087; GO:0055117; GO:0086019; GO:1901207; GO:1902261; GO:1903762; GO:1903954,,,,PF00643;PF00097;,perinuclear region of cytoplasm [GO:0048471]; chaperone binding [GO:0051087]; Hsp70 protein binding [GO:0030544]; ion channel binding [GO:0044325]; zinc ion binding [GO:0008270]; cell-cell signaling involved in cardiac conduction [GO:0086019]; positive regulation of delayed rectifier potassium channel activity [GO:1902261]; positive regulation of gene expression [GO:0010628]; positive regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization [GO:1903954]; positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization [GO:1903762]; regulation of cardiac muscle contraction [GO:0055117]; regulation of heart looping [GO:1901207]
P86788,CHOYP_GIGA5.3.4|m.17227,0,0,0,0,0,0,0,0,4.00E-41,Gigasin-5 (Fragment),,113,,,,,,,
P70365,CHOYP_ISCW_ISCW017872.2.2|m.60293,0,0,0,0,0,0,0,0,5.00E-74,Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Nuclear receptor coactivator protein 1) (mNRC-1) (Steroid receptor coactivator 1) (SRC-1),Ncoa1 Src1,1447,"cellular response to hormone stimulus [GO:0032870]; cellular response to Thyroglobulin triiodothyronine [GO:1904017]; cerebellum development [GO:0021549]; cerebral cortex development [GO:0021987]; estrous cycle [GO:0044849]; hippocampus development [GO:0021766]; histone H4 acetylation [GO:0043967]; hypothalamus development [GO:0021854]; labyrinthine layer morphogenesis [GO:0060713]; lactation [GO:0007595]; male gonad development [GO:0008584]; male mating behavior [GO:0060179]; positive regulation of apoptotic process [GO:0043065]; positive regulation of female receptivity [GO:0045925]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435]; regulation of cellular response to drug [GO:2001038]; regulation of RNA biosynthetic process [GO:2001141]; regulation of thyroid hormone mediated signaling pathway [GO:0002155]; response to estradiol [GO:0032355]; response to progesterone [GO:0032570]; response to retinoic acid [GO:0032526]; transcription, DNA-templated [GO:0006351]",GO:0000435; GO:0000790; GO:0001012; GO:0002155; GO:0003677; GO:0003682; GO:0003713; GO:0004402; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006351; GO:0007595; GO:0008134; GO:0008584; GO:0016922; GO:0019899; GO:0021549; GO:0021766; GO:0021854; GO:0021987; GO:0030331; GO:0030374; GO:0032355; GO:0032526; GO:0032570; GO:0032870; GO:0035257; GO:0043005; GO:0043065; GO:0043967; GO:0044849; GO:0045666; GO:0045893; GO:0045925; GO:0045944; GO:0047485; GO:0060179; GO:0060713; GO:1904017; GO:2001038; GO:2001141,,,cd00130;,PF07469;PF00010;PF08815;PF00989;PF08832;,"cytosol [GO:0005829]; neuron projection [GO:0043005]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; estrogen receptor binding [GO:0030331]; histone acetyltransferase activity [GO:0004402]; ligand-dependent nuclear receptor binding [GO:0016922]; ligand-dependent nuclear receptor transcription coactivator activity [GO:0030374]; nuclear hormone receptor binding [GO:0035257]; protein N-terminus binding [GO:0047485]; RNA polymerase II regulatory region DNA binding [GO:0001012]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; cellular response to hormone stimulus [GO:0032870]; cellular response to Thyroglobulin triiodothyronine [GO:1904017]; cerebellum development [GO:0021549]; cerebral cortex development [GO:0021987]; estrous cycle [GO:0044849]; hippocampus development [GO:0021766]; histone H4 acetylation [GO:0043967]; hypothalamus development [GO:0021854]; labyrinthine layer morphogenesis [GO:0060713]; lactation [GO:0007595]; male gonad development [GO:0008584]; male mating behavior [GO:0060179]; positive regulation of apoptotic process [GO:0043065]; positive regulation of female receptivity [GO:0045925]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cellular response to drug [GO:2001038]; regulation of RNA biosynthetic process [GO:2001141]; regulation of thyroid hormone mediated signaling pathway [GO:0002155]; response to estradiol [GO:0032355]; response to progesterone [GO:0032570]; response to retinoic acid [GO:0032526]; transcription, DNA-templated [GO:0006351]"
Q8K4Q8,CHOYP_LECG.3.4|m.29627,0,0,0,0,0,0,0,0,2.00E-16,Collectin-12 (Collectin placenta protein 1) (CL-P1) (Scavenger receptor with C-type lectin),Colec12 Clp1 Srcl,742,"cellular response to exogenous dsRNA [GO:0071360]; immune response [GO:0006955]; phagocytosis, recognition [GO:0006910]; positive regulation of cell adhesion molecule production [GO:0060355]; toll-like receptor 3 signaling pathway [GO:0034138]",GO:0005581; GO:0006910; GO:0006955; GO:0008329; GO:0016021; GO:0030169; GO:0030246; GO:0034138; GO:0046872; GO:0060355; GO:0070062; GO:0071360,,,cd03590;,PF01391;PF00059;,"collagen trimer [GO:0005581]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; low-density lipoprotein particle binding [GO:0030169]; metal ion binding [GO:0046872]; signaling pattern recognition receptor activity [GO:0008329]; cellular response to exogenous dsRNA [GO:0071360]; immune response [GO:0006955]; phagocytosis, recognition [GO:0006910]; positive regulation of cell adhesion molecule production [GO:0060355]; toll-like receptor 3 signaling pathway [GO:0034138]"
Q5RAY1,CHOYP_LOC100121969.1.1|m.52130,0,0,0,0,0,0,0,0,0,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (PI3K-C2-alpha) (PtdIns-3-kinase C2 subunit alpha) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-alpha),PIK3C2A,1685,endocytosis [GO:0006897]; exocytosis [GO:0006887]; phosphatidylinositol-mediated signaling [GO:0048015],GO:0005524; GO:0005634; GO:0005737; GO:0005794; GO:0005886; GO:0006887; GO:0006897; GO:0030136; GO:0031982; GO:0035005; GO:0035091; GO:0048015,,,,PF00168;PF00454;PF00792;PF00794;PF00613;PF00787;,clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; 1-phosphatidylinositol-4-phosphate 3-kinase activity [GO:0035005]; ATP binding [GO:0005524]; phosphatidylinositol binding [GO:0035091]; endocytosis [GO:0006897]; exocytosis [GO:0006887]; phosphatidylinositol-mediated signaling [GO:0048015]
Q9NQZ5,CHOYP_LOC100374471.1.1|m.55948,0,0,0,0,0,0,0,0,4.00E-65,"StAR-related lipid transfer protein 7, mitochondrial (Gestational trophoblastic tumor protein 1) (START domain-containing protein 7) (StARD7)",STARD7 GTT1,370,phosphatidylcholine biosynthetic process [GO:0006656]; positive regulation of protein targeting to mitochondrion [GO:1903955],GO:0005741; GO:0006656; GO:0008289; GO:1903955,,,,PF01852;,mitochondrial outer membrane [GO:0005741]; lipid binding [GO:0008289]; phosphatidylcholine biosynthetic process [GO:0006656]; positive regulation of protein targeting to mitochondrion [GO:1903955]
P42674,CHOYP_LOC100377541.2.4|m.15307,0,0,0,0,0,0,0,0,4.00E-65,Blastula protease 10 (EC 3.4.24.-),BP10,597,,GO:0004222; GO:0005615; GO:0005938; GO:0008270; GO:0048471,,,cd00041;cd04280;,PF01400;PF00431;,cell cortex [GO:0005938]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
P42205,CHOYP_LOC100378615.1.2|m.25321,0,0,0,0,0,0,0,0,0.000000005,Probable glucarate transporter (D-glucarate permease),gudP,456,transmembrane transport [GO:0055085],GO:0005215; GO:0005886; GO:0016021; GO:0055085,,,cd06174;,PF07690;,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transporter activity [GO:0005215]; transmembrane transport [GO:0055085]
